YB,YB_long,YB_lat,8umphotom,standard error 8,N8,EX8,12umphotom,standard error 12,N12,EX12,24umphotom,standard error 24,N24,EX24,70umphotom,standard error 70,N70,EX70
ID Number,degree,degree,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count
4941,332.7496398,0.667396847,1.2918,0.071,5,0,0.2796,0.0365,5,0,1.1364,0.2115,5,0,20.8676,3.6302,5,0
4942,332.7531786,0.673533462,0.1976,0.0487,5,0,0.0197,0.0074,5,0,0.037,0.0009,5,0,5.1797,0.312,5,0
4943,332.7674665,-0.307226562,1.1452,0.1489,5,0,0.3662,0.037,5,0,2.8743,0.1584,5,0,49.5809,3.8974,5,0
4944,332.7676896,-0.006410086,10.9258,2.3959,5,0,3.0695,0.6759,5,0,,,,,408.1642,62.315,5,0
4945,332.7982658,-0.595249777,9.2819,0.6302,5,0,,,,,,,,,311.9313,19.1017,5,0
4946,332.8038117,0.575944875,0.0937,0.0094,5,0,0.0177,0.0049,5,0,0.0737,0.008,5,0,1.8319,0.3037,5,0
4947,332.8209784,-0.550761839,15.3245,1.9534,5,0,,,,,,,,,3104.3601,1780.717,5,0
4948,332.826018,-0.550096317,17.1831,4.7411,5,0,,,,,,,,,7576.0284,573.3667,5,0
4949,332.8483035,0.447209309,0.4931,0.066,5,0,0.1808,0.0133,5,0,0.2455,0.0184,5,0,7.8545,0.3008,5,0
4950,332.8493353,0.645275056,0.0616,0.0096,5,0,0.0273,0.0021,5,0,0.0401,0.0024,5,0,0.3272,0.0691,5,0
4951,332.8616607,0.019293051,0.194,0.0345,5,0,0.0519,0.0108,5,0,0.1454,0.0295,5,0,9.2021,0.4881,5,0
4952,332.8669339,0.162551415,0.0749,0.0035,5,0,0.0243,0.0015,5,0,0.0368,0.0034,5,0,1.6631,0.0204,5,0
4953,332.9298774,-0.109419843,0.4994,0.0767,5,0,0.1608,0.0266,5,0,1.033,0.0689,5,0,51.2164,3.4181,5,0
4954,332.9592572,-0.681959578,0.6643,0.0856,5,0,0.0583,0.0084,5,0,1.3548,0.0919,2,0,28.46,9.845,5,0
4955,332.9667418,-0.683421686,0.7616,0.0328,5,0,0.2221,0.0177,5,0,,,,,14.8474,5.4187,5,0
4956,332.9879569,0.907390503,0.6376,0.1284,5,0,0.4302,0.0877,5,0,7.5493,0.8452,4,0,17.9779,3.6989,5,0
4957,332.9924627,-0.702877332,0.4098,0.025,5,0,0.1603,0.0343,5,0,1.5258,0.0512,5,0,17.7364,0.8799,5,0
4958,333.003127,-0.287285851,0.8387,0.0613,5,0,0.2778,0.0255,5,0,1.8265,0.1069,5,0,3.6141,0.2772,5,0
4959,333.0158572,0.740161271,1.5075,0.0786,5,0,0.3469,0.0145,5,0,2.6122,0.0991,5,0,26.2102,1.2548,5,0
4960,333.0161384,0.761816947,12.526,1.0015,5,0,,,,,,,,,457.5413,30.4372,5,0
4961,333.0273966,-0.06001312,1.0063,0.446,5,0,0.4224,0.348,5,0,0.4597,0.1949,2,0,91.1237,85.7819,5,0
4962,333.0296752,-0.063862759,3.4589,0.28,5,0,1.3176,0.231,5,0,,,,,442.1095,8.6279,5,0
4963,333.0508853,0.033489712,23.821,3.1706,5,0,,,,,,,,,619.5296,82.1113,5,0
4964,333.0795211,-0.41433324,1.8509,0.0846,5,0,0.4192,0.0356,5,0,5.9415,0.2837,5,0,35.7994,1.3623,5,0
4965,333.0920548,-0.35334753,2.2754,0.0695,5,0,0.5123,0.0205,5,0,2.8728,0.0362,5,0,35.1418,1.3079,5,0
4966,333.1253999,-0.024974359,0.8257,0.069,5,0,0.2574,0.0142,5,0,1.1082,0.0452,5,0,28.332,0.979,5,0
4967,333.131386,-0.426484759,16.0936,3.0254,5,0,,,,,,,,,1562.9311,97.5296,5,0
4968,333.16337,-0.098115486,6.061,0.6663,5,0,1.2203,0.1821,5,0,,,,,359.3039,29.784,5,0
4969,333.1761957,0.021105056,0.5845,0.0703,5,0,0.1355,0.0208,5,0,0.3515,0.0318,5,0,12.8075,0.9077,5,0
4970,333.1963177,-0.433437383,1.4409,0.6502,5,0,0.8582,0.1974,5,0,7.5057,1.1591,5,0,24.3147,1.8984,5,0
4971,333.1975,-0.308861323,1.3651,0.0635,5,0,0.4148,0.0172,5,0,1.8968,0.039,5,0,24.3604,0.6158,5,0
4972,333.2012217,-0.065983563,0.7195,0.1343,5,0,0.1527,0.0143,5,0,1.2315,0.0726,5,0,29.2576,1.488,5,0
4973,333.2032491,0.198918418,0.9349,0.0097,5,0,0.2933,0.0194,5,0,1.4543,0.0505,5,0,17.601,0.5414,5,0
4974,333.2114077,-0.248766877,0.3606,0.0265,5,0,0.1165,0.0145,5,0,1.1119,0.0527,5,0,20.9113,1.446,5,0
4975,333.212303,-0.105189641,0.8157,0.0179,5,0,0.2067,0.0111,5,0,2.3347,0.0911,5,0,31.7943,0.6992,5,0
4976,333.2281673,-0.094630897,0.918,0.1259,5,0,0.4035,0.0398,5,0,3.6232,0.1935,5,0,62.3523,3.2606,5,0
4977,333.258675,-0.030035187,0.143,0.0056,5,0,0.0377,0.003,5,0,0.074,0.0064,5,0,2.8986,0.1104,5,0
4978,333.2824817,-0.710029984,0.3203,0.0559,5,0,0.1259,0.0174,5,0,0.1982,0.0255,5,0,4.7714,0.4734,5,0
4979,333.304569,-0.378986033,11.807,3.7865,5,0,,,,,,,,,369.1068,107.0577,5,0
4980,333.3228001,0.708437399,0.2643,0.0358,5,0,0.1379,0.0245,5,0,0.2011,0.0302,5,0,2.8304,0.3404,5,0
4981,333.3233115,-0.362995942,1.0146,0.3182,5,0,,,,,,,,,1.1514,0.9368,5,0
4982,333.3258718,-0.3558398,3.3657,0.391,5,0,,,,,,,,,83.3715,4.2829,5,0
4983,333.3399967,-0.127617923,3.3019,0.2755,5,0,1.1562,0.0679,5,0,,,,,171.7438,4.5619,5,0
4984,333.3526698,0.623296724,0.0905,0.0078,5,0,0.0391,0.0084,5,0,0.0417,0.006,5,0,0.636,0.071,5,0
4985,333.3742853,-0.201782344,2.3625,0.1129,5,0,0.8484,0.0119,5,0,,,,,108.3791,0.6652,5,0
4986,333.3753199,-0.747882583,0.4829,0.0342,5,0,0.2128,0.0091,5,0,1.3563,0.0517,5,0,14.2873,0.2293,5,0
4987,333.4067368,0.045562385,0.1273,0.0381,5,0,0.0432,0.0068,5,0,0.5772,0.0267,5,0,11.1196,0.771,5,0
4988,333.4546423,0.351404455,0.1871,0.0189,5,0,0.0726,0.0012,5,0,0.2281,0.0064,5,0,2.3405,0.0955,5,0
4989,333.4650541,-0.159953816,3.2356,1.1759,5,0,1.061,0.4534,5,0,20.6074,4.7514,5,0,644.0098,64.1053,5,0
4990,333.4652411,0.182374766,0.0555,0.0045,5,0,0.0191,0.0009,5,0,0.0592,0.003,5,0,1.7399,0.0818,5,0
4991,333.4785152,0.172931805,0.0442,0.0035,5,0,0.0158,0.0025,5,0,0.0302,0.0039,5,0,1.3031,0.1058,5,0
4992,333.4872587,0.082322791,1.0669,0.0298,5,0,0.3373,0.0214,5,0,0.9187,0.0523,5,0,16.0268,0.6,5,0
4993,333.4946424,0.141243212,0.0695,0.0233,5,0,0.0139,0.0019,5,0,0.1094,0.0086,5,0,1.9299,0.1496,5,0
4994,333.4959288,0.136819053,0.2894,0.0296,5,0,0.0394,0.0064,5,0,0.0972,0.0145,5,0,5.6793,0.3405,5,0
4995,333.5174525,0.180953357,0.0609,0.0144,5,0,0.0195,0.0023,5,0,0.1409,0.0117,5,0,2.5276,0.1187,5,0
4996,333.569735,-0.317431669,0.4051,0.0853,5,0,0.1665,0.0228,5,0,1.3963,0.1402,5,0,25.8445,3.0376,5,0
4997,333.5745254,0.098398546,0.8731,0.0759,5,0,0.2488,0.0182,5,0,2.0414,0.0737,5,0,47.1951,1.2156,5,0
4998,333.5803732,0.082307304,0.1592,0.0058,5,0,0.0324,0.0019,5,0,0.3477,0.015,5,0,5.6059,0.2856,5,0
4999,333.5814017,-0.325722014,0.7405,0.0435,5,0,0.1995,0.0235,5,0,2.4254,0.1669,5,0,37.8915,2.685,5,0
5000,333.5862539,0.072136221,1.5123,0.1405,5,0,0.4768,0.0336,5,0,1.6432,0.0619,5,0,42.2404,2.2248,5,0
5001,333.5891051,-0.327975027,0.3298,0.0185,5,0,0.1271,0.0091,5,0,0.8997,0.0588,5,0,11.7506,1.1193,5,0
5002,333.601443,-0.006490836,1.1685,0.1356,5,0,0.3128,0.029,5,0,3.2091,0.2951,5,0,27.897,1.6917,5,0
5003,333.6253586,0.049847524,0.2288,0.0136,5,0,0.028,0.0018,5,0,0.2553,0.0116,5,0,6.0797,0.3617,5,0
5004,333.6327885,0.051775159,0.3917,0.0602,5,0,0.0773,0.0086,5,0,0.1792,0.0097,5,0,14.6901,0.5583,5,0
5005,333.6788193,-0.435292396,0.4762,0.1123,5,0,0.4613,0.0384,5,0,5.9237,0.2902,5,0,30.2555,1.4612,5,0
5006,333.6974422,-0.502816207,0.5566,0.1423,5,0,0.8512,0.2749,5,0,10.938,2.6957,5,0,7.1167,2.1171,5,0
5007,333.7042133,-0.106271155,0.2378,0.0098,5,0,0.1182,0.0088,5,0,2.3034,0.0474,5,0,26.9742,0.7368,5,0
5008,333.711009,-0.387706168,0.2632,0.158,5,0,0.0204,0.0033,5,0,0.2246,0.0166,5,0,6.8124,0.072,5,0
5009,333.7139439,0.04919432,0.2509,0.0231,5,0,0.0241,0.0024,5,0,0.0746,0.008,5,0,3.2894,0.3095,5,0
5010,333.717557,0.052538212,0.3695,0.038,5,0,0.0729,0.0044,5,0,0.1367,0.0107,5,0,3.7655,0.3399,5,0
5011,333.7233952,-0.028832291,0.1876,0.0061,5,0,0.0408,0.009,5,0,0.1066,0.015,5,0,10.5644,0.5926,5,0
5012,333.7258213,0.366998062,17.5391,3.0864,5,0,,,,,,,,,628.5175,116.876,5,0
5013,333.7283016,0.372904521,6.2467,3.753,5,0,,,,,,,,,87.1733,88.2837,5,0
5014,333.733764,-0.427200751,2.5605,0.2769,5,0,1.7428,0.12,5,0,11.8154,0.3369,5,0,233.8218,9.8842,5,0
5015,333.7588647,0.362688368,14.617,1.2496,5,0,2.8994,0.3046,5,0,,,,,365.5974,20.2593,5,0
5016,333.8140561,0.148744625,0.0707,0.0051,5,0,0.0524,0.0044,5,0,0.1828,0.0161,5,0,2.4635,0.1764,5,0
5017,333.8265331,-0.131356598,0.6293,0.0552,5,0,0.319,0.0397,5,0,1.9715,0.109,5,0,24.6268,1.873,5,0
5018,333.9294682,0.686336227,0.6642,0.0302,5,0,2.0501,0.211,5,0,10.2652,0.7414,5,0,1.8953,0.2718,5,0
5019,333.95882,-0.615582394,0.0855,0.0148,5,0,0.0461,0.0018,5,0,0.0681,0.0078,5,0,2.1161,0.115,5,0
5020,333.9605496,0.069703388,0.0842,0.0281,5,0,0.0066,0.0033,5,0,0.0501,0.0339,5,0,1.8239,0.7624,5,0
5021,333.9634349,-0.248640726,1.8545,0.1149,5,0,0.5863,0.0529,5,0,1.76,0.0581,5,0,33.4932,1.4118,5,0
5022,333.9640106,0.067161801,0.6453,0.0997,5,0,0.2744,0.0372,5,0,1.9392,0.2849,5,0,39.943,6.3335,5,0
5023,333.9677205,0.067031501,0.2885,0.0802,5,0,0.0944,0.0811,5,0,0.6097,0.5369,5,0,17.7589,9.9982,5,0
5024,334.0142591,-0.446018319,0.293,0.0269,5,0,0.0698,0.0025,5,0,0.5338,0.0102,5,0,11.1265,0.4524,5,0
5025,334.0205529,0.249091437,0.1363,0.0041,5,0,0.0579,0.0029,5,0,0.1717,0.008,5,0,1.3883,0.0968,5,0
5026,334.0246633,-0.050096529,2.5623,0.3793,5,0,0.6579,0.0928,5,0,5.5541,0.5014,5,0,82.305,10.5331,5,0
5027,334.04796,0.150683313,0.1347,0.0177,5,0,0.0858,0.006,5,0,0.7117,0.0156,5,0,4.1946,0.157,5,0
5028,334.0493009,0.350913303,0.6284,0.1687,5,0,0.0942,0.0183,5,0,0.6659,0.0657,5,0,10.0898,2.552,5,0
5029,334.0968204,0.184457802,4.4847,0.0649,5,0,0.675,0.0553,5,0,2.7587,0.064,5,0,2.494,0.1049,5,0
5030,334.1110015,0.379271291,1.1669,0.0249,5,0,0.4854,0.031,5,0,0.9219,0.0475,5,0,26.2556,1.2423,5,0
5031,334.1267005,-0.236000672,0.0486,0.0106,5,0,0.0714,0.0079,5,0,0.5465,0.0182,5,0,4.6973,0.2212,5,0
5032,334.158943,-0.061448059,0.9148,0.0553,5,0,0.4564,0.0331,5,0,2.6147,0.1553,5,0,20.5928,1.0052,5,0
5033,334.159452,0.666504538,0.1066,0.0044,5,0,0.0307,0.0037,5,0,0.1019,0.0089,5,0,1.5108,0.1761,5,0
5034,334.1726123,-0.226777049,0.1243,0.0297,5,0,0.0119,0.0053,5,0,0.0534,0.0109,5,0,3.9915,0.0954,5,0
5035,334.1877099,-0.066251901,0.2972,0.0292,5,0,0.1425,0.016,5,0,0.2583,0.0224,5,0,4.8173,0.3944,5,0
5036,334.2115588,-0.104015118,0.2334,0.013,5,0,0.084,0.008,5,0,0.1373,0.0103,5,0,4.7442,0.2819,5,0
5037,334.2154395,-0.292903518,0.2619,0.015,5,0,0.1047,0.0102,5,0,0.4497,0.0328,5,0,11.805,0.7845,5,0
5038,334.2241644,-0.141359579,0.0457,0.0119,5,0,0.06,0.0151,5,0,0.2298,0.0328,5,0,1.5814,0.4193,5,0
5039,334.2439445,-0.107174165,0.9907,0.0742,5,0,0.3561,0.0246,5,0,3.5366,0.0606,5,0,83.0856,2.03,5,0
5040,334.2720584,-0.17982195,0.1611,0.0239,5,0,0.0689,0.0092,5,0,0.1337,0.0127,5,0,9.0703,0.4651,5,0
5041,334.2986133,0.372348486,0.2266,0.0528,5,0,0.1302,0.0224,5,0,0.143,0.0221,5,0,4.469,0.2518,5,0
5042,334.3073366,-0.080503905,0.1531,0.0871,5,0,0.0632,0.0478,5,0,0.0834,0.009,5,0,8.1084,0.318,5,0
5043,334.3276787,-0.289909395,1.9564,0.158,5,0,0.6239,0.0582,5,0,5.4673,0.2275,5,0,122.6927,4.1748,5,0
5044,334.3313177,0.965259697,4.8222,0.2424,5,0,1.4253,0.146,5,0,,,,,161.1585,6.8958,5,0
5045,334.3407798,0.042954305,0.8691,0.0983,5,0,0.6522,0.0222,5,0,,,,,37.7753,2.6728,5,0
5046,334.3426337,0.048417405,1.4622,0.0868,5,0,0.3536,0.0219,5,0,,,,,61.6537,1.8705,5,0
5047,334.3448339,0.053085757,0.734,0.1267,5,0,0.1617,0.025,4,0,3.3707,0.1202,4,0,21.5788,4.1945,5,0
5048,334.3528777,-0.659443554,0.1076,0.0145,5,0,0.0505,0.0088,5,0,0.1193,0.0144,5,0,3.7355,0.3083,5,0
5049,334.3848478,-0.292086101,0.2282,0.0412,5,0,0.0669,0.0182,5,0,0.1312,0.0222,5,0,6.4819,0.6524,5,0
5050,334.4039553,-0.52360779,0.8137,0.3615,5,0,0.4073,0.105,5,0,2.7416,0.4193,5,0,37.8744,10.914,5,0
5051,334.41866,-0.21988332,0.9647,0.1758,5,0,0.2817,0.0188,5,0,1.1984,0.066,5,0,33.4192,2.1268,5,0
5052,334.4269785,0.332794984,2.9863,0.6604,5,0,1.2112,0.1736,5,0,6.0754,0.2343,5,0,71.1879,6.5505,5,0
5053,334.4400208,-0.574936646,0.4971,0.0876,5,0,0.0766,0.0079,5,0,0.3868,0.0585,5,0,14.3783,0.6212,5,0
5054,334.4482432,-0.731243299,1.0516,0.0708,5,0,0.3896,0.0365,5,0,0.4155,0.0549,5,0,10.8514,1.0357,5,0
5055,334.5230372,-0.047577217,0.8626,0.0592,4,0,0.4974,0.0866,4,0,2.1921,0.2514,4,0,43.9584,6.689,4,0
5056,334.5346352,-0.134985124,0.1146,0.0068,4,0,0.0353,0.0068,4,0,0.1232,0.012,4,0,3.5511,0.2957,4,0
5057,334.536255,0.960364003,2.7219,0.1562,4,0,0.8871,0.0741,4,0,,,,,34.969,2.2336,4,0
5058,334.5393827,-0.568002997,0.1879,0.0202,4,0,0.0901,0.0071,4,0,0.4136,0.02,4,0,8.9684,0.3298,4,0
5059,334.6020811,0.01066929,0.1182,0.0082,4,0,0.0427,0.0058,4,0,0.2726,0.0155,4,0,5.572,0.1852,4,0
5060,334.6115877,0.369189951,2.2568,0.0058,4,0,0.7825,0.0465,4,0,4.9188,0.0506,4,0,42.329,0.6456,4,0
5061,334.6181539,-0.179271969,0.2875,0.0398,4,0,0.1068,0.0074,4,0,0.1439,0.019,4,0,10.156,0.3132,4,0
5062,334.657339,-0.284357222,9.0319,0.9672,4,0,1.1123,0.1796,4,0,8.0408,0.6437,4,0,153.1779,2.3952,4,0
5063,334.6596986,-0.708810326,0.0395,0.0514,4,0,0.0367,0.0028,4,0,0.0752,0.0042,4,0,1.7823,0.1472,4,0
5064,334.6630312,-0.135828595,0.6132,0.1324,4,0,0.1147,0.0364,4,0,0.2035,0.0528,4,0,18.2561,2.4708,4,0
5065,334.6855688,-0.038391092,0.2408,0.0232,4,0,0.1012,0.0161,4,0,0.282,0.028,4,0,8.7504,0.8728,4,0
5066,334.6936263,-0.138064127,0.1791,0.0134,4,0,0.045,0.0042,4,0,0.4073,0.0018,4,0,9.7128,0.2168,4,0
5067,334.7029974,-0.126249343,0.2584,0.0158,4,0,0.1224,0.028,4,0,2.4783,0.2764,4,0,51.8247,5.3021,4,0
5068,334.7214057,-0.136736505,0.4755,0.0602,4,0,0.132,0.002,4,0,0.425,0.0155,4,0,17.7778,0.5085,4,0
5069,334.7227442,-0.653202231,2.8106,0.2732,4,0,1.7263,0.2451,4,0,,,,,185.31,10.3052,4,0
5070,334.7240835,-0.097628826,0.467,0.0924,4,0,0.1815,0.0254,4,0,0.6964,0.0736,4,0,32.3982,3.73,4,0
5071,334.7311571,0.509334273,0.2819,0.0467,4,0,0.0968,0.0106,4,0,0.2584,0.0183,4,0,7.1262,0.473,4,0
5072,334.7351828,-0.464394903,0.1053,0.0234,4,0,0.0365,0.0031,4,0,0.1877,0.0104,4,0,1.2104,0.0916,4,0
5073,334.7435061,0.344002832,0.1923,0.0222,4,0,0.0859,0.0112,4,0,0.4285,0.0214,4,0,12.8318,0.3522,4,0
5074,334.7547355,-0.28754771,0.0432,0.0045,4,0,0.0184,0.0016,4,0,0.0523,0.0042,4,0,1.1657,0.0378,4,0
5075,334.8081008,0.135133836,1.6812,0.1572,4,0,0.4901,0.0814,4,0,0.8846,0.0984,4,0,51.6692,7.3119,4,0
5076,334.8409251,-0.197317931,6.3731,0.5108,4,0,2.1531,0.2868,4,0,6.4148,0.3643,4,0,114.4787,12.4557,4,0
5077,334.843819,0.210370422,1.7571,0.1156,4,0,0.8635,0.0672,4,0,5.668,0.138,4,0,57.6129,8.5073,4,0
5078,334.8511185,0.060067086,1.0092,0.0603,4,0,0.4197,0.0312,4,0,1.6892,0.119,4,0,41.4988,1.4642,4,0
5079,334.8952223,-0.157580686,0.2974,0.0552,4,0,0.035,0.007,4,0,0.1477,0.0116,4,0,9.5153,1.027,4,0
5080,334.97034,-0.050266341,0.1552,0.039,4,0,0.0255,0.0031,4,0,0.2735,0.016,4,0,5.7365,0.3316,4,0
5081,334.9758732,-0.046497933,0.802,0.042,4,0,0.2216,0.0155,4,0,1.6487,0.0264,4,0,67.2117,14.5544,4,0
5082,335.01479,-0.166719492,0.4188,0.045,4,0,0.1542,0.0117,4,0,0.7917,0.0361,4,0,30.9697,1.8096,4,0
5083,335.0523842,0.535465726,0.2143,0.0176,4,0,0.0594,0.0036,4,0,0.1152,0.0085,4,0,3.9656,0.3037,4,0
5084,335.1150056,-0.454318426,1.0095,0.4346,4,0,0.1773,0.0784,4,0,0.3676,0.0707,4,0,19.1985,5.2109,4,0
5085,335.1275307,-0.466416755,1.2562,0.185,4,0,0.4493,0.0611,4,0,0.4446,0.0819,4,0,26.2301,4.308,4,0
5086,335.1837884,-0.375229476,0.0554,0.0094,4,0,0.0087,0.002,4,0,0.0238,0.0044,4,0,0.8598,0.1864,4,0
5087,335.1975874,-0.38764228,0.9101,0.017,4,0,0.479,0.0512,4,0,3.7802,0.242,4,0,73.3915,5.2424,4,0
5088,335.2220219,-0.34565515,2.1078,0.0776,4,0,0.7446,0.0326,4,0,5.8341,0.1028,4,0,78.8167,1.642,4,0
5089,335.274447,-0.235488543,0.1985,0.0554,4,0,0.0568,0.0143,4,0,0.1198,0.0255,4,0,7.106,0.5793,4,0
5090,335.2884132,-0.159559212,1.1746,0.1674,4,0,0.2448,0.0477,4,0,1.7088,0.1678,4,0,66.2389,12.4184,4,0
5091,335.2903398,-1.022907301,0.259,0.0222,4,0,0.1543,0.0313,4,0,0.6027,0.0394,4,0,12.0874,1.226,4,0
5092,335.3285672,0.412259864,2.5445,0.7954,4,0,1.5842,0.2242,4,0,13.3052,1.0248,4,0,60.0675,14.082,4,0
5093,335.3564651,0.110988748,0.2676,0.0525,4,0,0.0781,0.0124,4,0,0.1273,0.016,4,0,5.6151,0.3002,4,0
5094,335.3981971,0.039479045,0.8623,0.1744,4,0,0.2869,0.0348,4,0,0.3755,0.0495,4,0,15.9868,1.6382,4,0
5095,335.4263906,0.189772946,0.2994,0.031,4,0,0.0745,0.0026,4,0,0.0981,0.0068,4,0,6.546,0.129,4,0
5096,335.4279127,-0.049976529,0.1771,0.0182,4,0,0.1197,0.0096,4,0,1.4881,0.0211,4,0,5.6754,0.4368,4,0
5097,335.428481,0.669943977,0.1372,0.0585,4,0,0.0721,0.0153,4,0,0.0849,0.0232,4,0,2.5495,0.3376,4,0
5098,335.454991,-0.244377945,1.1241,0.0832,4,0,0.4217,0.1624,4,0,2.202,0.4922,4,0,28.3644,5.3036,4,0
5099,335.4704395,0.194708499,0.2708,0.025,4,0,0.077,0.0192,4,0,0.1974,0.032,4,0,6.2356,0.2598,4,0
5100,335.5097802,-0.439796713,0.1394,0.0126,4,0,0.0667,0.0098,4,0,0.1842,0.0152,4,0,6.7527,0.5519,4,0
5101,335.577421,-0.207127588,1.1804,0.2178,4,0,1.7342,0.1955,4,0,,,,,60.8651,3.5493,4,0
5102,335.5962135,0.247145457,0.1322,0.0281,4,0,0.0375,0.006,4,0,0.0953,0.0158,4,0,2.3554,0.1244,4,0
5103,335.6130321,0.24087004,0.8577,0.1666,4,0,0.3204,0.0503,4,0,1.303,0.0798,4,0,24.6681,1.7962,4,0
5104,335.6139614,-0.786400446,-0.1588,0.6786,4,0,0.2449,0.0731,4,0,0.8958,0.4782,4,0,11.9059,4.508,4,0
5105,335.625398,0.25206969,0.1588,0.018,4,0,0.0406,0.0024,4,0,0.1132,0.0102,4,0,2.6689,0.126,4,0
5106,335.6375868,0.082573472,0.1411,0.0193,4,0,0.0364,0.0028,4,0,0.202,0.0056,4,0,2.4481,0.1758,4,0
5107,335.6542528,-0.766796982,0.5581,0.017,4,0,0.1642,0.0028,4,0,0.4224,0.0223,4,0,6.5901,0.1556,4,0
5108,335.6892986,-0.815510364,6.5835,0.4082,4,0,1.8116,0.1928,4,0,6.7001,0.4375,4,0,182.0157,14.4216,4,0
5109,335.7069321,-0.482853945,0.1765,0.0275,4,0,0.0492,0.0038,4,0,0.1173,0.0068,4,0,6.4522,0.3877,4,0
5110,335.7320989,-0.093432728,0.4541,0.0904,4,0,0.0453,0.0116,4,0,0.8929,0.1546,4,0,18.0128,2.8412,4,0
5111,335.7447064,-0.424216735,0.1788,0.0263,4,0,0.0722,0.0141,4,0,0.1264,0.0163,4,0,6.5964,0.3692,4,0
5112,335.7809326,-0.99169317,0.1276,0.0034,4,0,0.05,0.0061,4,0,0.0607,0.0074,4,0,0.9424,0.1628,4,0
5113,335.7839497,-0.270315944,1.0435,0.0189,4,0,0.3742,0.0414,4,0,1.2611,0.0732,4,0,28.8825,1.6311,4,0
5114,335.792483,0.190974424,0.5235,0.1572,4,0,0.2027,0.0641,4,0,0.2904,0.1011,4,0,9.4099,2.741,4,0
5115,335.7932622,-0.402773973,0.5089,0.0727,4,0,0.1456,0.0239,4,0,0.1706,0.0252,4,0,4.8801,0.2943,4,0
5116,335.9260024,-0.050885356,0.8514,0.074,4,0,0.2924,0.0219,4,0,0.6509,0.0508,4,0,22.325,1.1084,4,0
5117,335.9360194,0.074735678,0.3845,0.0303,4,0,0.1532,0.025,4,0,0.8922,0.0444,4,0,16.1025,0.5147,4,0
5118,335.9452714,0.030585007,1.2378,0.1318,4,0,0.537,0.0897,4,0,3.5856,0.3068,4,0,88.1997,9.236,4,0
5119,335.965805,-0.059977018,0.0871,0.0056,4,0,0.0158,0.0008,4,0,0.1111,0.0047,4,0,2.3036,0.0904,4,0
5120,335.9793974,0.19486868,1.4893,0.0921,4,0,1.2493,0.1655,4,0,,,,,62.4833,4.467,4,0
5121,335.9841699,0.088504399,2.3191,0.1511,4,0,0.7621,0.0897,4,0,2.5524,0.1623,4,0,63.2608,5.4558,4,0
5122,336.0011064,-0.368689263,0.4496,0.0212,4,0,0.1001,0.011,4,0,0.4295,0.0308,4,0,9.9058,0.4106,4,0
5123,336.0125277,-0.36793258,0.7083,0.1348,4,0,0.2092,0.039,4,0,0.5802,0.0582,4,0,14.4085,2.974,4,0
5124,336.0228487,-0.819071906,16.3252,1.36,4,0,,,,,,,,,433.937,51.2086,4,0
5125,336.0246486,-0.313916869,0.3497,0.0331,4,0,0.1327,0.0044,4,0,0.579,0.01,4,0,10.3051,0.3028,4,0
5126,336.0514589,-0.173480798,0.1388,0.1164,4,0,0.0938,0.0042,4,0,0.2198,0.0058,4,0,4.8093,0.1218,4,0
5127,336.0579691,-0.161699584,0.2117,0.0099,4,0,0.0589,0.0088,4,0,0.1832,0.019,4,0,6.6748,0.568,4,0
5128,336.0605942,0.60022013,2.2752,0.141,4,0,1.1158,0.0799,4,0,5.1936,0.4072,4,0,23.9144,2.9773,4,0
5129,336.0768451,0.036981057,1.901,0.1143,4,0,0.681,0.0641,4,0,4.4972,0.2092,4,0,56.5335,3.8912,4,0
5130,336.1047795,-0.081507079,0.7134,0.0476,4,0,0.1892,0.0043,4,0,0.9465,0.0117,4,0,23.5818,0.3233,4,0
5131,336.1363337,0.009306704,0.2017,0.0142,4,0,0.0541,0.0032,4,0,0.2585,0.0078,4,0,7.5004,0.2347,4,0
5132,336.1436295,-0.263096814,0.193,0.0526,4,0,0.0367,0.0075,4,0,0.0415,0.0052,4,0,5.0158,0.323,4,0
5133,336.1595355,-0.284197561,0.0525,0.005,4,0,0.0171,0.0022,4,0,0.0386,0.0009,4,0,0.7407,0.05,4,0
5134,336.2009441,0.199991761,3.4529,0.1979,4,0,1.0835,0.156,4,0,2.6184,0.08,4,0,49.1223,3.5146,4,0
5135,336.2145918,0.151524271,0.9821,0.0939,4,0,0.4405,0.0874,4,0,1.2936,0.0976,4,0,34.8452,6.3252,4,0
5136,336.2468522,-0.13798423,1.1449,0.0404,4,0,0.3487,0.0468,4,0,2.1101,0.0739,4,0,37.0751,1.9564,4,0
5137,336.2650851,-0.529636991,0.2621,0.0146,4,0,0.0829,0.0052,4,0,0.1158,0.0058,4,0,2.6231,0.2324,4,0
5138,336.2956134,-0.914316987,0.23,0.0144,4,0,0.0975,0.0098,4,0,0.1938,0.0156,4,0,6.5541,0.1222,4,0
5139,336.3342179,0.033149392,0.2528,0.04,4,0,0.0742,0.0032,4,0,0.3072,0.0521,4,0,8.5525,0.2985,4,0
5140,336.3346279,0.245394616,1.1067,0.0984,4,0,0.3341,0.06,4,0,1.1383,0.1517,4,0,34.5101,1.7682,4,0
5141,336.360466,-0.137993505,4.3959,0.2203,4,0,,,,,,,,,435.1222,10.5081,4,0
