YB,YB_long,YB_lat,8umphotom,standard error 8,N8,EX8,12umphotom,standard error 12,N12,EX12,24umphotom,standard error 24,N24,EX24,70umphotom,standard error 70,N70,EX70
ID Number,degree,degree,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count
208,7.971898654,-0.36924607,0.3326,0.0313,5,0,0.0768,0.0171,5,0,0.2774,0.0379,5,0,9.9827,0.7442,5,0
209,7.978885047,-0.359017649,0.9019,0.1093,5,0,0.2547,0.0576,5,0,1.8687,0.2688,5,0,39.4501,3.1756,5,0
210,8.00467516,-0.13482207,0.3477,0.0091,5,0,0.0574,0.0073,5,0,0.3899,0.0232,5,0,5.7485,0.6362,5,0
211,8.122158367,0.132723649,3.4504,0.5901,5,0,1.2984,0.2498,5,0,4.8218,0.8838,5,0,45.0682,6.2641,5,0
212,8.139100577,-0.027739961,2.4078,0.221,5,0,0.9708,0.1663,5,0,6.8496,0.9533,5,0,87.0639,6.4295,5,0
213,8.140946778,0.223943197,9.8445,2.009,5,0,,,,,,,,,756.9185,101.9554,5,0
214,8.171644221,-0.080192473,0.1722,0.0538,5,0,0.0784,0.0247,5,0,0.1786,0.0499,5,0,8.5699,1.4576,5,0
215,8.202831732,-0.034326527,0.1388,0.0495,5,0,0.0444,0.0092,5,0,0.1635,0.0242,5,0,5.4819,0.5487,5,0
216,8.250312671,-0.44045114,0.2405,0.0756,5,0,0.2982,0.0455,5,0,4.4015,0.5185,5,0,22.2435,11.0816,5,0
217,8.276045771,0.50673307,0.0976,0.0268,5,0,0.0058,0.001,5,0,0.1096,0.013,5,0,1.1063,0.0866,5,0
218,8.344919176,0.063834203,0.5296,0.3128,5,0,0.1227,0.0242,5,0,3.1647,0.687,5,0,1.1737,0.9017,5,0
219,8.346045232,-0.322695301,1.1081,0.0791,5,0,,,,,,,,,59.9011,52.2539,5,0
220,8.350542061,-0.318640512,10.1389,0.6726,5,0,,,,,,,,,266.1639,17.2509,5,0
221,8.375737539,-0.347530303,4.0317,0.5094,5,0,,,,,,,,,171.6575,17.519,5,0
222,8.377418307,-0.352582934,2.5343,0.3997,5,0,,,,,,,,,72.946,7.8761,5,0
223,8.393239344,0.176171339,0.1156,0.0178,5,0,0.0685,0.0179,5,0,0.1022,0.0193,5,0,5.0467,0.8366,5,0
224,8.470775486,-0.26444895,4.3626,0.6678,5,0,1.0576,0.2314,5,0,6.1998,0.6578,5,0,124.7207,15.3255,5,0
225,8.562721514,-0.681517223,2.8658,0.2229,5,0,0.6072,0.1211,5,0,2.6581,0.2008,5,0,66.5704,4.9262,5,0
226,8.589225891,-0.227785798,0.1057,0.0183,5,0,0.0308,0.0046,5,0,0.0981,0.0143,5,0,2.1368,0.1089,5,0
227,8.613808789,0.294755862,0.1269,0.0275,5,0,0.0192,0.0068,5,0,0.161,0.0206,5,0,3.9935,0.2741,5,0
228,8.641761032,-0.117327909,0.1475,0.0599,5,0,0.1463,0.0377,5,0,0.7852,0.1449,5,0,4.4897,0.672,5,0
229,8.661889503,-0.342608828,5.7185,1.3077,5,0,,,,,,,,,168.6432,46.3011,5,0
230,8.668165195,-0.351930953,0.9666,0.3943,5,0,0.1865,0.1547,2,0,6.1676,4.8676,2,0,910.176,222.6624,5,0
231,8.696277636,-0.177270081,3.5156,0.0751,5,0,0.9108,0.1565,5,0,1.5715,0.2058,5,0,14.2226,1.6139,5,0
232,8.739498663,-0.398583994,0.5154,0.0387,5,0,0.1571,0.028,5,0,0.2813,0.0479,5,0,7.2528,0.2961,5,0
233,8.74409555,-0.388426612,0.1603,0.0237,5,0,0.0408,0.0086,5,0,0.1017,0.0152,5,0,4.284,0.4304,5,0
234,8.814985803,-0.373181327,0.0804,0.0033,5,0,0.0242,0.0055,5,0,0.217,0.0202,5,0,4.9737,0.6073,5,0
235,8.827205762,-0.026070928,0.3915,0.0336,5,0,0.0731,0.0203,5,0,0.7677,0.1026,5,0,38.782,26.7492,5,0
236,8.872864686,-0.319493892,0.9825,0.279,5,0,0.4747,0.0496,5,0,4.3975,0.4092,5,0,28.3431,7.7143,5,0
237,9.210506774,-0.20450933,1.0844,0.1406,5,0,0.1973,0.0326,5,0,0.9932,0.2192,5,0,31.7974,10.1994,5,0
238,9.228738683,0.027446212,4.1185,0.1159,5,0,0.6149,0.144,5,0,3.5599,0.3321,5,0,1.115,0.1509,5,0
239,9.240254875,-0.190962327,0.8334,0.028,5,0,0.2055,0.0232,5,0,0.4831,0.0256,5,0,8.0121,0.5,5,0
240,9.332135929,0.86191206,0.1174,0.0134,5,0,0.0481,0.0115,5,0,0.2189,0.024,5,0,0.7062,0.1448,5,0
241,9.386836791,-0.134754516,0.1725,0.0088,5,0,0.0417,0.0085,5,0,0.3217,0.0276,5,0,6.5465,0.1961,5,0
242,9.403841225,-0.091222556,1.4041,0.322,5,0,0.6342,0.0871,5,0,4.8079,0.4542,5,0,68.9897,6.3822,5,0
243,9.475807555,0.165721479,0.1383,0.0326,5,0,0.0483,0.0092,5,0,0.1249,0.0232,5,0,0.8841,0.0969,5,0
244,9.482511209,-0.232817375,0.2429,0.0267,5,0,0.0601,0.0135,5,0,0.1442,0.018,5,0,5.3708,0.2605,5,0
245,9.596936204,0.166091089,1.0677,0.123,5,0,0.3387,0.0565,5,0,5.5818,0.8075,5,0,35.5703,4.4513,5,0
246,9.597825464,0.198939856,2.1073,0.1436,5,0,0.6086,0.0509,2,0,8.2037,0.2142,2,0,42.1983,5.2161,5,0
247,9.615715724,0.196450216,11.967,2.6394,5,0,,,,,,,,,2538.2356,227.7112,5,0
248,9.623380438,-0.709564179,0.9222,0.198,5,0,0.1155,0.0284,5,0,0.9476,0.1756,5,0,33.6928,12.1598,5,0
249,9.661231435,0.588684886,0.2428,0.028,5,0,0.1316,0.0327,5,0,2.6076,0.3798,5,0,8.6778,1.2094,5,0
250,9.711845905,-0.221491319,0.1438,0.023,5,0,0.0187,0.0019,5,0,0.0566,0.0216,5,0,1.9717,0.3646,5,0
251,9.8608196,-0.736122644,0.6977,0.0182,5,0,0.152,0.0216,5,0,2.2136,0.0337,2,0,25.8821,1.5389,5,0
252,9.874835948,-0.747538643,15.9948,0.9706,5,0,2.5819,0.4715,5,0,,,,,513.9896,69.2491,5,0
253,9.926915326,-0.747802707,3.4014,0.7344,5,0,0.8127,0.154,5,0,,,,,132.6295,7.112,5,0
254,9.957559996,-0.122910743,0.3463,0.0953,5,0,0.2721,0.0556,5,0,1.7816,0.258,5,0,11.5457,0.9579,5,0
255,9.963449773,0.068650014,0.3762,0.0727,5,0,0.1236,0.0168,5,0,0.3507,0.0333,5,0,10.7409,0.899,5,0
256,9.968084974,-0.209427816,0.4766,0.1047,5,0,0.1011,0.0218,5,0,0.3472,0.0414,5,0,12.4929,1.4389,5,0
257,9.997621506,-0.033098314,2.016,0.0991,5,0,0.6431,0.1237,5,0,5.0687,0.6504,5,0,64.1725,4.7833,5,0
258,10.00057182,-0.751536119,1.4413,0.1047,5,0,0.3278,0.0681,5,0,2.8104,0.2833,5,0,23.9871,1.0599,5,0
259,10.00273408,-0.786410846,0.6403,0.1023,5,0,0.2238,0.0449,5,0,1.3153,0.1476,5,0,13.1551,2.3494,5,0
260,10.0425717,-0.064755677,0.1692,0.0143,5,0,0.0415,0.0063,5,0,0.1162,0.0132,5,0,6.4279,0.5702,5,0
261,10.05872566,-0.070980902,0.1631,0.0369,5,0,0.061,0.0115,5,0,0.2954,0.0358,5,0,3.524,0.3211,5,0
262,10.06622894,-0.168306576,0.1226,0.0208,5,0,0.0328,0.0076,5,0,0.3954,0.0669,5,0,8.936,0.9628,5,0
263,10.09358115,0.05552924,0.1373,0.0194,5,0,0.0264,0.0055,5,0,0.0804,0.0107,5,0,3.7849,0.3219,5,0
264,10.15967977,-0.379888309,1.7062,0.3152,5,0,,,,,,,,,109.7291,32.8397,5,0
265,10.18559485,-0.395372886,3.4412,0.6989,5,0,0.714,0.1535,5,0,,,,,68.9095,7.0401,5,0
266,10.19997848,-0.464112829,0.7694,0.0327,5,0,0.1825,0.0441,5,0,0.4603,0.0412,5,0,1.0849,0.1903,5,0
267,10.21115576,0.42920575,4.3149,0.1011,5,0,1.2758,0.1285,5,0,14.5836,0.9918,5,0,31.0839,3.4448,5,0
268,10.23808498,0.114226426,1.0068,0.145,5,0,0.1678,0.0228,5,0,1.5858,0.1921,5,0,39.2534,1.5664,5,0
269,10.24143848,0.116773782,0.2491,0.0249,5,0,0.0112,0.0024,5,0,0.2581,0.0115,5,0,12.5369,7.744,5,0
270,10.26480926,0.074433899,0.3602,0.0516,5,0,0.0777,0.0079,5,0,0.1203,0.0553,5,0,10.6773,1.2611,5,0
271,10.28688331,-0.108709023,0.3821,0.0115,5,0,0.0575,0.0077,5,0,0.937,0.0908,5,0,18.8883,2.0082,5,0
272,10.29157516,-0.130640889,5.7966,0.5384,5,0,,,,,13.8936,3.1439,2,0,216.647,27.2477,5,0
273,10.2941937,-0.144340607,1.7637,0.1051,5,0,,,,,,,,,344.0814,277.4414,5,0
274,10.29479318,-0.158432938,0.577,0.2333,5,0,,,,,,,,,11.9254,6.7666,5,0
275,10.31542485,0.141788568,0.1316,0.0201,5,0,0.043,0.0124,5,0,0.2614,0.0386,5,0,4.7919,0.5034,5,0
276,10.31953686,-0.261059996,1.0467,0.1919,5,0,0.2315,0.0741,5,0,2.2748,0.5968,5,0,130.6779,12.0192,5,0
277,10.31995437,-0.233587934,2.645,0.1659,5,0,0.864,0.1689,5,0,7.5132,0.9472,5,0,116.6556,11.8133,5,0
278,10.32065103,-0.156682785,10.7215,2.1417,5,0,,,,,,,,,569.6624,128.6812,5,0
279,10.39236751,0.539269199,2.5404,0.0902,5,0,1.4539,0.1589,5,0,,,,,61.8826,4.3353,5,0
280,10.44054349,0.011112609,0.9728,0.1516,5,0,1.0735,0.1553,5,0,10.9417,1.1344,5,0,82.3486,10.0441,5,0
281,10.46062839,0.034093187,1.002,0.135,5,0,0.5884,0.2348,5,0,6.7651,0.7524,2,0,157.2055,54.3733,5,0
282,10.46872893,0.023543036,0.243,0.0168,5,0,0.1564,0.1079,5,0,,,,,632.4671,556.4987,5,0
283,10.47251872,0.026755535,0.3134,0.2121,5,0,0.5048,0.0801,5,0,,,,,2920.9326,142.8215,5,0
284,10.57004699,-0.04381791,0.1469,0.0124,5,0,0.0316,0.0024,5,0,0.0739,0.0081,5,0,3.651,0.1592,5,0
285,10.5979246,-0.383544504,5.8879,0.6596,5,0,,,,,,,,,166.8522,33.9432,5,0
286,10.60875959,-0.028744789,0.1326,0.0098,5,0,0.0314,0.0071,5,0,0.3217,0.0346,5,0,9.073,0.5711,5,0
287,10.61926642,-0.380317791,0.881,0.5299,5,0,0.5792,0.3086,5,0,,,,,2909.1184,1549.6634,5,0
288,10.62249038,-0.38246038,3.0342,0.5958,5,0,1.1405,0.1381,5,0,,,,,7214.9764,297.7438,5,0
289,10.62515586,-0.379985235,0.844,0.3532,5,0,0.4209,0.224,5,0,,,,,3466.6729,1960.6157,5,0
290,10.62624072,-0.372609513,0.5379,0.0223,5,0,0.0749,0.021,5,0,3.0756,0.5655,2,0,25.0761,7.5205,5,0
291,10.62901122,-0.33800498,4.77,0.5807,5,0,1.2208,0.2065,5,0,,,,,242.9909,36.4213,5,0
292,10.63075975,-0.38588624,1.6247,0.1388,5,0,0.4139,0.0922,5,0,,,,,28.7955,18.4773,5,0
293,10.67102058,-0.210254903,2.8965,0.7508,5,0,0.6793,0.1815,5,0,1.7317,0.1285,5,0,60.0477,11.8137,5,0
294,10.67440243,-0.024889078,0.1059,0.0027,5,0,0.0113,0.0022,5,0,0.1707,0.0128,5,0,4.9399,0.6589,5,0
295,10.67874135,-0.031100069,0.3271,0.0486,5,0,0.0538,0.0122,5,0,0.4647,0.0454,5,0,16.7695,9.6272,5,0
296,10.68047698,-0.027417291,0.0944,0.0214,5,0,0.0057,0.0011,5,0,0.1826,0.0195,5,0,29.3445,2.2347,5,0
297,10.68341653,-0.026025022,0.1091,0.0113,5,0,0.0068,0.0015,5,0,0.1593,0.0169,5,0,10.1639,7.6684,5,0
298,10.75197636,-0.368433504,0.1294,0.0266,5,0,0.0264,0.0062,5,0,0.1129,0.0156,5,0,1.9148,0.4359,5,0
299,10.752044,0.056094137,0.8907,0.0799,5,0,0.1949,0.0365,5,0,0.3651,0.0349,5,0,14.808,1.422,5,0
300,10.77464181,-0.045335307,0.0936,0.0086,5,0,0.0232,0.0035,5,0,0.0557,0.0042,5,0,2.8318,0.2644,5,0
301,10.8253811,-0.103267849,0.2551,0.0589,5,0,0.0536,0.026,5,0,0.4664,0.1152,5,0,13.0325,2.573,5,0
302,10.82542752,-0.009139438,1.2065,0.1334,5,0,0.3878,0.0898,5,0,2.0342,0.3902,5,0,61.9238,9.4844,5,0
303,10.85674653,0.063838731,0.9659,0.1191,5,0,0.2845,0.035,5,0,0.6594,0.0353,5,0,26.8965,2.2834,5,0
304,10.88618006,-0.049401619,0.2572,0.0336,5,0,0.0847,0.0131,5,0,0.1445,0.0187,5,0,8.9861,0.8338,5,0
305,10.96495475,0.009027635,0.9886,0.1359,5,0,1.4411,0.278,5,0,,,,,76.9257,17.9139,5,0
306,10.97040262,0.134114388,0.3744,0.0982,5,0,0.0769,0.0304,5,0,0.2094,0.0882,5,0,27.1219,7.9308,5,0
307,10.99288919,-0.369966058,2.0291,0.2803,5,0,0.536,0.101,5,0,1.4465,0.1567,5,0,53.7412,6.8824,5,0
308,11.03371997,0.063525339,1.8081,0.252,5,0,1.1086,0.252,5,0,,,,,317.1499,15.4806,5,0
309,11.07305282,-0.228466005,0.6777,0.067,5,0,0.5903,0.0691,5,0,9.724,0.9284,5,0,22.149,4.3046,5,0
310,11.111339,-0.400237224,4.7035,0.6751,5,0,1.4056,0.3848,5,0,,,,,406.6396,59.8515,5,0
311,11.17175466,-0.065454727,1.3839,0.1414,5,0,0.6995,0.122,5,0,4.6747,0.4473,5,0,77.1909,6.8399,5,0
312,11.27430656,-0.052018518,0.3948,0.0607,5,0,0.1133,0.0204,5,0,0.2347,0.0252,5,0,10.6565,0.7251,5,0
313,11.2817794,0.202882665,0.0942,0.0085,5,0,0.02,0.004,5,0,0.1026,0.0112,5,0,2.844,0.2366,5,0
314,11.32537143,0.660432174,0.0931,0.0071,5,0,0.0218,0.0042,5,0,0.0562,0.0042,5,0,0.9076,0.132,5,0
315,11.33489717,0.058309725,0.3097,0.0593,5,0,0.046,0.02,5,0,0.1477,0.0473,5,0,4.3583,0.9047,5,0
316,11.56010203,-0.10532095,0.1173,0.0075,5,0,0.0151,0.0023,5,0,0.0682,0.0055,5,0,2.0145,0.1992,5,0
317,11.5961265,-0.128062335,0.1768,0.0251,5,0,0.0279,0.0075,5,0,0.1358,0.0264,5,0,6.4755,0.4868,5,0
318,11.6539069,-0.211223067,0.1733,0.0141,5,0,0.0357,0.007,5,0,0.2473,0.0236,5,0,5.5545,0.3724,5,0
319,11.68475665,-0.201517167,0.091,0.0151,5,0,0.0281,0.007,5,0,0.0861,0.0137,5,0,3.2352,0.3365,5,0
320,11.68721942,-0.226532064,0.2239,0.0398,5,0,0.0844,0.0251,5,0,0.3692,0.0789,5,0,19.3206,3.9388,5,0
321,11.74250222,-0.232645874,1.1821,0.2686,5,0,0.355,0.0963,5,0,0.6473,0.1279,5,0,20.6463,3.4521,5,0
322,11.74739949,-0.136305791,0.7224,0.1411,5,0,0.1662,0.0509,5,0,1.153,0.2372,5,0,16.9352,2.3535,5,0
323,11.7520497,-0.150573151,0.4458,0.0761,5,0,0.0753,0.0187,5,0,0.7186,0.0751,5,0,18.2431,2.6053,5,0
324,11.75859533,-0.150477575,0.595,0.0932,5,0,0.1421,0.0294,5,0,3.3187,0.3745,5,0,44.4606,1.8618,5,0
325,11.76817499,-0.032348938,0.3292,0.026,5,0,0.0455,0.0075,5,0,0.1543,0.0114,5,0,6.72,1.0258,5,0
326,11.77173868,-0.040823796,0.6725,0.1279,5,0,0.2004,0.056,5,0,1.2332,0.2322,5,0,29.4589,4.035,5,0
327,11.77358331,-0.072209633,0.6162,0.1135,5,0,0.1006,0.021,5,0,0.2619,0.0299,5,0,14.3326,1.6818,5,0
328,11.77889885,0.178224549,0.6299,0.0479,5,0,0.2102,0.0487,5,0,0.3208,0.0355,5,0,4.1155,0.5295,5,0
329,11.81973172,0.836222562,1.1635,0.2622,5,0,0.1969,0.0199,5,0,4.0268,0.3084,5,0,27.9957,4.1649,5,0
330,11.89184654,-0.217492236,0.2056,0.0408,5,0,0.0672,0.0134,5,0,0.5613,0.061,5,0,24.1186,2.174,5,0
331,11.90142326,0.726605262,1.4062,0.0166,5,0,0.4619,0.0726,5,0,2.9188,0.2618,5,0,0.456,0.0816,5,0
332,11.92898106,0.760095785,1.0282,0.4941,5,0,0.1359,0.0155,5,0,0.9405,0.2853,5,0,23.5202,13.8388,5,0
333,11.93732169,-0.614619007,8.3515,0.5494,5,0,1.4407,0.3658,5,0,,,,,1393.2658,88.3237,5,0
334,11.94663014,-0.036098353,7.5192,1.1756,5,0,,,,,,,,,430.8955,35.2678,5,0
335,11.94828051,-0.596960208,0.1833,0.0306,5,0,0.0364,0.0094,5,0,0.0751,0.0069,2,0,1.7797,0.3849,5,0
336,11.97781435,-0.097599826,1.1999,0.1537,5,0,0.3589,0.0641,5,0,2.3396,0.2707,5,0,43.3979,4.3525,5,0
337,11.98224799,0.554946899,0.3028,0.0205,5,0,0.0971,0.0199,5,0,0.2434,0.0317,5,0,3.1727,0.0658,5,0
338,11.99204472,-0.274500702,1.464,0.0895,5,0,0.4753,0.0782,5,0,3.7605,0.4085,5,0,66.2092,2.7374,5,0
339,12.0102983,-0.256828454,0.1883,0.0059,5,0,0.0297,0.0068,5,0,0.2697,0.0225,5,0,3.9987,0.5498,5,0
340,12.02687269,-0.153056686,0.6058,0.0809,5,0,0.1577,0.0344,5,0,0.6155,0.0855,5,0,18.6837,1.5813,5,0
341,12.08906178,-0.414721353,1.0903,0.1506,5,0,0.2671,0.0533,5,0,0.4591,0.086,5,0,20.3222,1.0658,5,0
342,12.14519715,-0.041664023,0.3634,0.0458,5,0,0.1002,0.0138,5,0,0.1434,0.0221,5,0,7.696,0.8096,5,0
343,12.15829861,-0.134639826,0.5011,0.0569,5,0,0.1672,0.0254,5,0,1.3894,0.1372,5,0,32.4493,2.5643,5,0
344,12.1903187,-0.104215586,1.8592,0.4263,5,0,1.09,0.3358,5,0,,,,,106.8283,20.7441,5,0
345,12.19362171,-0.111854257,0.4982,0.0436,5,0,0.0317,0.0055,5,0,0.9852,0.0114,2,0,20.9997,3.2462,5,0
346,12.19786566,-0.163704455,0.4235,0.0792,5,0,0.1237,0.0267,5,0,0.4743,0.0672,5,0,9.0769,1.5731,5,0
347,12.20108839,-0.106965993,0.7432,0.1429,5,0,0.082,0.0151,5,0,1.9327,0.0053,2,0,45.4124,5.3619,5,0
348,12.20302031,-0.110624561,0.3912,0.0959,5,0,0.0438,0.0081,5,0,1.5912,0.0243,2,0,6.2244,0.8692,5,0
349,12.20596743,0.118577654,8.9418,0.0981,5,0,,,,,,,,,1.548,0.0795,5,0
350,12.20745933,-0.274528218,0.1443,0.0055,5,0,0.0302,0.0058,5,0,0.0476,0.0047,5,0,2.8828,0.1648,5,0
351,12.20854605,-0.10392971,0.7688,0.1126,5,0,0.2093,0.0382,5,0,6.0035,0.3197,2,0,639.2063,32.7893,5,0
352,12.210576,-0.097255127,0.3473,0.0559,5,0,0.0364,0.0079,5,0,0.7021,0.0385,5,0,148.9725,119.6496,5,0
353,12.21283523,-0.118604845,0.206,0.0828,5,0,0.025,0.0116,5,0,0.4957,0.1539,5,0,58.1463,54.7727,5,0
354,12.21650042,-0.101128798,0.2937,0.0273,5,0,0.0261,0.0043,5,0,0.5678,0.0348,5,0,18.1908,1.89,5,0
355,12.2388212,0.336593408,1.046,0.1143,5,0,0.2961,0.0626,5,0,0.5735,0.0787,5,0,13.6781,0.9193,5,0
356,12.34838046,-0.006395353,0.1734,0.0415,5,0,0.0613,0.0124,5,0,0.2469,0.0353,5,0,8.4862,0.4974,5,0
357,12.38218705,0.002954968,1.8468,0.1199,5,0,0.4874,0.0796,5,0,1.9246,0.1965,5,0,50.763,4.4338,5,0
358,12.39083164,0.330137584,0.1246,0.0272,5,0,0.058,0.0039,5,0,0.1406,0.0118,5,0,1.3749,0.0971,5,0
359,12.39642412,-0.464836812,0.9914,0.2776,5,0,0.2688,0.0495,5,0,2.3231,0.2529,5,0,20.5289,3.0738,5,0
360,12.39738756,0.228045322,0.5118,0.0911,5,0,0.1691,0.0217,5,0,0.4663,0.045,5,0,20.1612,0.9203,5,0
361,12.40627425,-0.469062554,2.4281,0.4277,5,0,0.5894,0.1029,5,0,6.4259,0.5778,5,0,93.0344,3.6702,5,0
362,12.41415785,0.540735199,0.7281,0.1084,5,0,0.2191,0.08,5,0,2.5612,0.1649,5,0,20.0586,3.7502,5,0
363,12.429497,-0.049626441,0.8038,0.1994,5,0,0.3395,0.0945,5,0,2.802,0.455,5,0,53.0327,8.0325,5,0
364,12.46322266,0.246736322,0.3102,0.0618,5,0,0.16,0.0273,5,0,0.6995,0.1079,5,0,7.0339,0.8438,5,0
365,12.470933,0.097600932,0.8156,0.0488,5,0,0.2274,0.0251,5,0,0.4967,0.0348,5,0,13.9699,1.6348,5,0
366,12.471556,0.086187456,0.3489,0.0706,5,0,0.1571,0.0225,5,0,0.4172,0.0346,5,0,13.8033,1.4428,5,0
367,12.56295564,-0.003657449,0.5523,0.1215,5,0,0.1692,0.0205,5,0,0.4302,0.0437,5,0,20.4384,1.7186,5,0
368,12.56654555,0.640684514,0.1216,0.0359,5,0,0.0518,0.0117,5,0,0.4951,0.0845,5,0,0.7911,0.236,5,0
369,12.59615509,-0.089437608,1.1189,0.2447,5,0,0.5136,0.0597,5,0,2.799,0.1423,5,0,84.8395,8.8253,5,0
370,12.62998961,0.070318022,1.2089,0.3336,5,0,0.7388,0.1054,5,0,4.5102,0.3329,5,0,92.2231,11.3631,5,0
371,12.63247073,-0.016949963,5.0956,0.9549,5,0,1.0971,0.2742,5,0,6.8262,1.2189,5,0,212.8214,27.8352,5,0
372,12.6806168,0.007454017,0.7683,0.1154,5,0,0.3094,0.1297,5,0,2.412,0.8886,5,0,36.6631,6.7731,5,0
373,12.68429504,-0.183959487,3.4338,0.6077,5,0,1.3155,0.4147,5,0,,,,,398.7228,87.2086,5,0
374,12.71761027,0.68790584,1.5132,1.2679,5,0,,,,,,,,,34.6075,16.1709,5,0
375,12.72706838,-0.218918822,19.3317,3.288,5,0,,,,,,,,,504.7944,59.518,5,0
376,12.73522956,0.685498967,1.1889,0.4937,5,0,0.4353,0.1758,5,0,0.9894,0.2263,5,0,11.6999,3.4425,5,0
377,12.73914565,-0.112538109,2.9348,0.1445,5,0,0.7231,0.1189,5,0,3.7215,0.296,5,0,53.8088,6.2291,5,0
378,12.77493462,0.333108388,6.1023,1.0836,5,0,1.9158,0.2916,5,0,,,,,294.3535,54.6321,5,0
379,12.78669669,-0.178183357,2.7791,0.808,5,0,0.6384,0.2021,5,0,,,,,37.5786,3.2211,5,0
380,12.80428462,-0.205106481,13.9853,1.5469,5,0,,,,,,,,,752.2407,481.5473,5,0
381,12.80510091,-0.196610548,23.1948,2.8356,5,0,,,,,,,,,2067.9965,317.3826,5,0
382,12.81304317,-0.198580947,6.276,0.5598,5,0,,,,,,,,,1383.0616,131.9467,5,0
383,12.81545407,-0.894897901,8.4621,0.2755,5,0,0.8824,0.2826,5,0,,,,,12.5419,0.1347,5,0
384,12.8496475,-0.309529738,0.6477,0.1059,5,0,0.1287,0.0264,5,0,0.6268,0.0823,5,0,19.0467,0.9535,5,0
385,12.87986048,0.49562168,1.4748,0.0972,5,0,0.3753,0.0366,5,0,3.9881,0.1518,2,0,61.1754,9.1076,5,0
386,12.8830054,-0.284632504,8.5787,0.3131,5,0,1.7436,0.2875,5,0,,,,,246.248,8.4823,5,0
387,12.88350958,0.480314742,2.4789,0.4156,5,0,0.6855,0.077,5,0,,,,,51.7836,13.0717,5,0
388,12.88586236,0.473642568,0.1543,0.0502,5,0,0.0249,0.0052,5,0,0.4513,0.0017,2,0,3.2337,0.8765,5,0
389,12.88864028,0.508332197,0.5457,0.0337,5,0,0.1421,0.011,5,0,2.4179,0.0163,2,0,17.6845,0.8648,5,0
390,12.89069599,0.494745619,0.8355,0.691,5,0,0.3823,0.1916,5,0,,,,,261.4397,184.2659,5,0
391,12.90276898,-0.026203774,0.4389,0.0887,5,0,0.1075,0.0225,5,0,0.4634,0.0677,5,0,21.2879,10.6884,5,0
392,12.91757657,0.487812794,2.9435,0.7655,5,0,0.7031,0.0964,5,0,5.5432,0.4852,5,0,106.0424,7.5362,5,0
393,12.93248953,-0.079021649,2.5529,0.3029,5,0,0.7557,0.1087,5,0,5.1737,0.4618,5,0,55.6336,5.8985,5,0
394,12.97782915,-0.271745293,0.4835,0.0169,5,0,0.1101,0.0146,5,0,0.4192,0.0422,5,0,8.6057,0.6307,5,0
395,12.99178496,-0.355181838,0.1155,0.0144,5,0,0.0183,0.0025,5,0,0.0856,0.0087,5,0,3.7316,0.3153,5,0
396,12.99959379,-0.359384543,1.0794,0.092,5,0,0.2822,0.0513,5,0,4.8127,0.5156,5,0,186.4975,9.8236,5,0
397,13.07787882,-0.310915385,3.4249,0.6278,5,0,1.1114,0.2058,5,0,1.852,0.2752,5,0,61.2823,10.7566,5,0
398,13.08665661,0.732790789,0.1701,0.0104,5,0,0.0851,0.0159,5,0,0.158,0.0245,5,0,4.4354,0.1884,5,0
399,13.1316418,-0.148171835,2.6152,0.2266,5,0,0.826,0.0678,5,0,8.4985,0.1879,5,0,114.4286,8.3795,5,0
400,13.18759283,0.041337237,2.3726,0.5019,5,0,,,,,,,,,50.8197,12.8308,5,0
401,13.20934675,-0.14409747,2.4534,0.6845,5,0,0.9429,0.1314,5,0,,,,,498.9311,22.6852,5,0
402,13.25692982,-0.410999659,2.2767,0.0345,5,0,0.6758,0.0391,5,0,5.146,0.0862,5,0,60.5592,1.7747,5,0
403,13.28738105,-0.33065885,0.0726,0.0097,5,0,0.0345,0.0027,5,0,0.1007,0.0054,5,0,1.0433,0.0598,5,0
404,13.31693137,-0.025052374,0.3954,0.0479,5,0,0.0875,0.0106,5,0,0.3186,0.053,5,0,4.8966,0.3076,5,0
405,13.32210904,0.096846301,1.2267,0.1645,5,0,0.3759,0.0595,5,0,2.2105,0.2361,5,0,72.4764,3.7955,5,0
406,13.33359273,-0.009530498,0.2905,0.0362,5,0,0.0759,0.0186,5,0,0.5392,0.0575,5,0,15.6477,1.2636,5,0
407,13.38091274,-0.158954499,0.148,0.0254,5,0,0.0382,0.0092,5,0,0.118,0.0182,5,0,7.3717,0.5502,5,0
408,13.38481119,0.066379846,6.2005,1.1468,5,0,,,,,,,,,385.3856,33.7242,5,0
409,13.43359704,-0.74366803,0.3598,0.0574,5,0,0.1794,0.0315,5,0,0.8746,0.0457,5,0,4.9961,0.7828,5,0
410,13.49770167,-0.211253277,0.7444,0.1067,5,0,0.2343,0.0549,5,0,0.5154,0.0864,5,0,11.9572,2.0864,5,0
411,13.50882164,0.938191315,0.2529,0.0379,5,0,0.1188,0.0264,5,0,0.4604,0.0592,5,0,7.0831,0.9255,5,0
412,13.536035,-0.177742716,0.1385,0.0134,5,0,0.0176,0.0039,5,0,0.3445,0.0332,5,0,9.6914,1.9081,5,0
413,13.54324488,-0.179854102,0.2459,0.0838,5,0,0.0554,0.0181,5,0,0.4543,0.2896,5,0,18.3525,3.4028,5,0
414,13.54804493,0.026406037,0.2506,0.022,5,0,0.0703,0.008,5,0,0.2892,0.0148,5,0,11.0186,0.7244,5,0
